
TASKID,主题,价值,任务所有者,优先级,修改时间,修改者,涉及对象,关闭时间,创建时间,创建者,到期日期,增加营销活动信息,备注,微信状态,拨打状态,描述,标签,状态,行动摘要
zcrm_105530000001903477,18年春电销,低,小丁,常规,2018-04-11 05:07 下午,小丁,永康佳鑫汽车快修,2018-04-11 05:07 下午,2018-04-10 04:10 下午,零克,2018-04-10,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000001903478,18年春电销,低,小丁,常规,2018-04-12 10:43 上午,小丁,西兴汽修,2018-04-12 10:43 上午,2018-04-10 04:10 下午,零克,2018-04-10,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000001903479,18年春电销,中,小丁,常规,2018-04-12 10:41 上午,小丁,连洪汽车维修部,2018-04-12 10:41 上午,2018-04-10 04:10 下午,零克,2018-04-10,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000001903480,18年春电销,中,小丁,常规,2018-04-12 02:35 下午,小丁,鹏飞汽车修理厂,2018-04-12 02:35 下午,2018-04-10 04:10 下午,零克,2018-04-10,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000001903481,18年春电销,无,小丁,常规,2018-04-12 10:40 上午,小丁,永康市汇通汽车修理厂,2018-04-12 10:40 上午,2018-04-10 04:10 下午,零克,2018-04-10,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001903482,18年春电销,低,小丁,常规,2018-04-11 02:43 下午,小丁,丽州进口汽修厂,2018-04-11 02:43 下午,2018-04-10 04:10 下午,零克,2018-04-10,电话营销,,未添加,拒绝沟通,,,完成,
zcrm_105530000001903483,18年春电销,高,小丁,常规,2018-04-11 02:42 下午,小丁,保尊汽车,2018-04-11 02:42 下午,2018-04-10 04:10 下午,零克,2018-04-10,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000001903484,18年春电销,无,小丁,常规,2018-04-12 10:39 上午,小丁,红光汽车快修浙江快修永康店,2018-04-12 10:39 上午,2018-04-10 04:10 下午,零克,2018-04-10,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001903485,18年春电销,低,小丁,常规,2018-04-11 02:38 下午,小丁,卫华汽车修理厂,2018-04-11 02:38 下午,2018-04-10 04:10 下午,零克,2018-04-10,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001903486,18年春电销,无,小丁,常规,2018-04-11 01:05 下午,小丁,凯德顺汽修,2018-04-11 01:05 下午,2018-04-10 04:10 下午,零克,2018-04-10,电话营销,,未添加,拒绝沟通,,,完成,
zcrm_105530000001903487,18年春电销,,小丁,常规,2018-04-12 10:38 上午,小丁,衢州汇诚汽车修理,2018-04-12 10:38 上午,2018-04-10 04:10 下午,零克,2018-04-10,电话营销,,,空号/错号/停机,,,完成,
zcrm_105530000001903488,18年春电销,,小丁,常规,2018-04-12 10:38 上午,小丁,永安汽车修理厂,2018-04-12 10:38 上午,2018-04-10 04:10 下午,零克,2018-04-10,电话营销,,,空号/错号/停机,,,完成,
zcrm_105530000001903489,18年春电销,无,小丁,常规,2018-04-11 11:40 上午,小丁,万达汽修,2018-04-11 11:40 上午,2018-04-10 04:10 下午,零克,2018-04-10,电话营销,,未添加,拒绝沟通,,,完成,
zcrm_105530000001903490,18年春电销,,小丁,常规,2018-04-11 11:44 上午,小丁,老徐快修,2018-04-11 11:44 上午,2018-04-10 04:10 下午,零克,2018-04-10,电话营销,,,空号/错号/停机,,,完成,
zcrm_105530000001903491,18年春电销,低,小丁,常规,2018-04-11 11:45 上午,小丁,小方汽车修理,2018-04-11 11:45 上午,2018-04-10 04:10 下午,零克,2018-04-10,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001903492,18年春电销,无,小丁,常规,2018-04-11 11:47 上午,小丁,建兵汽车修理补胎,2018-04-11 11:47 上午,2018-04-10 04:10 下午,零克,2018-04-10,电话营销,轮胎,,有效沟通,,,完成,
zcrm_105530000001903493,18年春电销,无,小丁,常规,2018-04-12 02:33 下午,小丁,鑫驰汽修,2018-04-12 02:33 下午,2018-04-10 04:10 下午,零克,2018-04-10,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001947763,注意！！！已到账财务记录被修改！！！,,零克,最高,2018-04-11 10:57 下午,零克,顺丰快递费到付,2018-04-11 10:57 下午,2018-04-11 10:44 下午,零克,2018-04-11,,,,,,,完成,
zcrm_105530000001947778,注意！！！已到账财务记录被修改！！！,,零克,最高,2018-04-11 10:58 下午,零克,回款,2018-04-11 10:58 下午,2018-04-11 10:44 下午,零克,2018-04-11,,,,,,,完成,
zcrm_105530000001947807,注意！！！已到账财务记录被修改！！！,,零克,最高,2018-04-11 11:35 下午,零克,回款,2018-04-11 11:35 下午,2018-04-11 11:32 下午,零克,2018-04-11,,,,,,,完成,
zcrm_105530000001947824,注意！！！已到账财务记录被修改！！！,,零克,最高,2018-04-11 11:35 下午,零克,顺丰寄付,2018-04-11 11:35 下午,2018-04-11 11:34 下午,零克,2018-04-11,,,,,,,完成,
zcrm_105530000001949972,注意！！！已到账财务记录被修改！！！,,零克,最高,2018-04-11 10:58 下午,零克,回款,2018-04-11 10:58 下午,2018-04-11 06:27 下午,小薇,2018-04-11,,,,,,,完成,
zcrm_105530000001952752,18年春电销,无,袁丽,高,2018-04-13 11:52 上午,袁丽,远程微型车快修,2018-04-13 11:52 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,,未接听/正在通话/对方忙/信号差,,,完成,
zcrm_105530000001952753,18年春电销,无,袁丽,高,2018-04-13 11:51 上午,袁丽,顾记电器空调维修,2018-04-13 11:51 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,,有效沟通,,,完成,
zcrm_105530000001952754,18年春电销,无,袁丽,高,2018-04-13 11:51 上午,袁丽,鑫峰汽修,2018-04-13 11:51 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,,有效沟通,,,完成,
zcrm_105530000001952755,18年春电销,中,袁丽,高,2018-04-13 11:51 上午,袁丽,江东安城汽车维修服务,2018-04-13 11:51 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,已添加,有效沟通,,,完成,
zcrm_105530000001952756,18年春电销,无,袁丽,高,2018-04-13 11:41 上午,袁丽,兰溪市老纪修理部,2018-04-13 11:41 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,,有效沟通,,,完成,
zcrm_105530000001952757,18年春电销,无,袁丽,高,2018-04-13 11:39 上午,袁丽,鑫耘汽车养护,2018-04-13 11:39 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,,有效沟通,,,完成,
zcrm_105530000001952758,18年春电销,无,袁丽,高,2018-04-13 11:38 上午,袁丽,常州石化汽车维修有限公司,2018-04-13 11:38 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,,有效沟通,,,完成,
zcrm_105530000001952759,18年春电销,无,袁丽,高,2018-04-13 11:37 上午,袁丽,阿虎汽车维修养护中心,2018-04-13 11:37 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,,有效沟通,,,完成,
zcrm_105530000001952760,18年春电销,无,袁丽,高,2018-04-13 11:35 上午,袁丽,富阳灵桥小强汽修,2018-04-13 11:35 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,,有效沟通,,,完成,
zcrm_105530000001952761,18年春电销,无,袁丽,高,2018-04-13 11:32 上午,袁丽,阿海汽车美容,2018-04-13 11:32 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,,有效沟通,,,完成,
zcrm_105530000001952762,18年春电销,无,袁丽,高,2018-04-13 11:32 上午,袁丽,邦妮汽修,2018-04-13 11:32 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,,拒绝沟通,,,完成,
zcrm_105530000001952763,18年春电销,无,袁丽,高,2018-04-13 11:31 上午,袁丽,时速汽车维修,2018-04-13 11:31 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,,有效沟通,,,完成,
zcrm_105530000001952764,18年春电销,无,袁丽,高,2018-04-13 11:27 上午,袁丽,中oy'z汽车维护中心,2018-04-13 11:27 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,,有效沟通,,,完成,
zcrm_105530000001952765,18年春电销,中,袁丽,高,2018-04-13 11:26 上午,袁丽,华禹汽车维修服务,2018-04-13 11:26 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000001952766,18年春电销,无,袁丽,高,2018-04-13 02:47 下午,袁丽,盛大汽修,2018-04-13 02:47 下午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,,有效沟通,,,完成,
zcrm_105530000001952767,18年春电销,无,袁丽,高,2018-04-13 11:22 上午,袁丽,诚义轿车快修,2018-04-13 11:22 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,,有效沟通,,,完成,
zcrm_105530000001952768,18年春电销,无,袁丽,高,2018-04-13 11:20 上午,袁丽,中洲汽修,2018-04-13 11:20 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,,有效沟通,,,完成,
zcrm_105530000001952769,18年春电销,低,袁丽,高,2018-04-13 11:17 上午,袁丽,力源汽修,2018-04-13 11:17 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000001952770,18年春电销,中,袁丽,高,2018-04-13 11:16 上午,袁丽,雷诺富阳维修服务店,2018-04-13 11:16 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000001952771,18年春电销,无,袁丽,高,2018-04-13 11:12 上午,袁丽,海宁鑫达汽车维修有限公司,2018-04-13 11:12 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,停机,,未接听/正在通话/对方忙/信号差,,,完成,
zcrm_105530000001952772,18年春电销,无,袁丽,高,2018-04-13 02:46 下午,袁丽,温州兴国民汽车维修服务有限公司,2018-04-13 02:46 下午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,,未接听/正在通话/对方忙/信号差,,,完成,
zcrm_105530000001952773,18年春电销,无,袁丽,高,2018-04-13 11:10 上午,袁丽,马涧江铃维修中心,2018-04-13 11:10 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,,有效沟通,,,完成,
zcrm_105530000001952774,18年春电销,无,袁丽,高,2018-04-13 11:08 上午,袁丽,兰溪市小平汽车修理,2018-04-13 11:08 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,,有效沟通,,,完成,
zcrm_105530000001952775,18年春电销,低,袁丽,高,2018-04-13 11:06 上午,袁丽,许村安驰汽修,2018-04-13 11:06 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000001952776,18年春电销,无,袁丽,高,2018-04-13 11:05 上午,袁丽,灵桥镇汽车修理,2018-04-13 11:05 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,,有效沟通,,,完成,
zcrm_105530000001952777,18年春电销,无,小丁,高,2018-04-13 10:26 上午,小丁,张明生,2018-04-13 10:26 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001952778,18年春电销,,小丁,高,2018-04-13 10:26 上午,小丁,富江汽车修理厂,,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,,未接听/正在通话/对方忙/信号差,,,未启动,
zcrm_105530000001952779,18年春电销,无,小丁,高,2018-04-13 10:37 上午,小丁,老张汽配修理,2018-04-13 10:37 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001952780,18年春电销,低,小丁,高,2018-04-13 10:33 上午,小丁,兰溪市吉佳汽车修理,2018-04-13 10:33 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001952781,18年春电销,低,小丁,高,2018-04-13 10:35 上午,小丁,奥奔汽车修理厂,2018-04-13 10:35 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000001952782,18年春电销,无,小丁,高,2018-04-13 10:28 上午,小丁,阿戴汽车修配店,2018-04-13 10:28 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001952783,18年春电销,无,小丁,高,2018-04-13 10:35 上午,小丁,贝得利汽车维修,2018-04-13 10:35 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001952784,18年春电销,中,小丁,高,2018-04-13 05:57 下午,小丁,永康市百捷汽车快修,2018-04-13 05:57 下午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000001952785,18年春电销,无,小丁,高,2018-04-13 10:24 上午,小丁,诸暨市成刚轮胎经营部,2018-04-13 10:24 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001952786,18年春电销,,小丁,高,2018-04-13 08:59 上午,零克,温州贵财汽车修配有限公司,,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,,,,,未启动,
zcrm_105530000001952787,18年春电销,,小丁,高,2018-04-13 08:59 上午,零克,小朱汽车维修服务部,,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,,,,,未启动,
zcrm_105530000001952788,18年春电销,低,小丁,高,2018-04-14 09:40 上午,小丁,奔跃汽修,2018-04-14 09:40 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001952789,18年春电销,,小丁,高,2018-04-13 08:59 上午,零克,小左汽车修理店,,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,,,,,未启动,
zcrm_105530000001952790,18年春电销,,小丁,高,2018-04-13 08:59 上午,零克,薛华汽车修理部,,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,,,,,未启动,
zcrm_105530000001952791,18年春电销,,小丁,高,2018-04-13 08:59 上午,零克,盛丰汽修,,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,,,,,未启动,
zcrm_105530000001952792,18年春电销,,小丁,高,2018-04-13 08:59 上午,零克,常州长虹汽修,,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,,,,,未启动,
zcrm_105530000001952793,18年春电销,中,小丁,高,2018-04-14 11:54 上午,小丁,安捷进口汽车修理厂,2018-04-14 11:54 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001952794,18年春电销,,小丁,高,2018-04-13 08:59 上午,零克,桐乡汽车修理,,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,,,,,未启动,
zcrm_105530000001952795,18年春电销,,小丁,高,2018-04-13 01:39 下午,小丁,震源汽车修理部,,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,,空号/错号/停机,,,未启动,
zcrm_105530000001952796,18年春电销,,小丁,高,2018-04-13 08:59 上午,零克,车箭汽车维修,,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,,,,,未启动,
zcrm_105530000001952797,18年春电销,无,小丁,高,2018-04-13 01:38 下午,小丁,永康市东升修理厂,2018-04-13 01:38 下午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,未添加,空号/错号/停机,,,完成,
zcrm_105530000001952798,18年春电销,无,小丁,高,2018-04-13 10:29 上午,小丁,小辛汽车凹坑修复装潢美容,2018-04-13 10:29 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001952799,18年春电销,无,小丁,高,2018-04-14 09:37 上午,小丁,嘉兴桐乡宏达汽修部,2018-04-14 09:37 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001952800,18年春电销,,小丁,高,2018-04-13 11:19 上午,小丁,浩瑞汽修,,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,,未接听/正在通话/对方忙/信号差,,,未启动,
zcrm_105530000001952801,18年春电销,低,小丁,高,2018-04-13 11:18 上午,小丁,骏毅汽修,2018-04-13 11:18 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001952802,18年春电销,无,小丁,高,2018-04-13 11:17 上午,小丁,兰溪小明汽车维修/1,2018-04-13 11:17 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001952803,18年春电销,,小丁,高,2018-04-13 04:04 下午,小丁,兵新汽车修理厂,2018-04-13 04:04 下午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,,空号/错号/停机,,,完成,
zcrm_105530000001952804,18年春电销,无,小丁,高,2018-04-13 11:08 上午,小丁,常州市武进湖塘汽车修配厂,2018-04-13 11:08 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001952805,18年春电销,无,小丁,高,2018-04-13 10:30 上午,小丁,华深日系汽车维修有限公司,2018-04-13 10:30 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001952806,18年春电销,无,小丁,高,2018-04-13 11:07 上午,小丁,德众汽车维修服务中心,2018-04-13 11:07 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001952807,18年春电销,中,小丁,高,2018-04-13 11:06 上午,小丁,车骑士汽车漆面快修,2018-04-13 11:06 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,已添加,有效沟通,,,完成,
zcrm_105530000001952808,18年春电销,低,小丁,高,2018-04-13 11:06 上午,小丁,哥弟汽修,2018-04-13 11:06 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001952809,18年春电销,无,小丁,高,2018-04-13 11:06 上午,小丁,徐勇汽修,2018-04-13 11:06 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001952810,18年春电销,无,小丁,高,2018-04-13 11:05 上午,小丁,陈杰汽车维修部（大车，小车）,2018-04-13 11:05 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,修大货车,未添加,有效沟通,,,完成,
zcrm_105530000001952811,18年春电销,低,小丁,高,2018-04-13 11:04 上午,小丁,永大汽修,2018-04-13 11:04 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,未添加,拒绝沟通,,,完成,
zcrm_105530000001952812,18年春电销,无,小丁,高,2018-04-13 11:03 上午,小丁,旺达汽车修理厂,2018-04-13 11:03 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,未添加,拒绝沟通,,,完成,
zcrm_105530000001952813,18年春电销,无,小丁,高,2018-04-13 11:02 上午,小丁,崇福永鑫汽修,2018-04-13 11:02 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001952814,18年春电销,低,小丁,高,2018-04-13 11:01 上午,小丁,桐乡市乌镇顺我（阿发）汽修,2018-04-13 11:01 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000001952815,18年春电销,低,小丁,高,2018-04-13 11:00 上午,小丁,宝祥汽车,2018-04-13 11:00 上午,2018-04-11 12:16 下午,零克,2018-04-11,电话营销,,已请求,有效沟通,,,完成,
